id	x_spring	y_spring	z_spring	x_spectral	y_spectral	z_spectral	rwr_score_n	node_type_c	spectral_cluster_c	spectral_role_c	hub_score_n	bridge_score_spectral_n	peripheral_score_n	seed_score_spectral_n	eigenvector_centrality_spectral_n	hidef_primary_cluster_c	hidef_primary_size_n	hidef_primary_persistence_n	hidef_cluster_ids_a	hidef_cluster_sizes_a	hidef_top_persistence_n	hidef_n_communities_n	betweenness_centrality_n	eigenvector_centrality_n	clustering_coefficient_n	degree_n	degree_normalized_n	avg_shortest_path_n	fiedler_component_n	fiedler_partition_c	cocc_score_sum_normalized_n	cocc_perm_z_sum_normalized_n	cocc_perm_p_sum_normalized_n	cocc_pop_z_sum_normalized_n	cocc_pop_p_sum_normalized_n	cocc_significant_sum_normalized_c	cocc_score_raw_persistence_n	cocc_perm_z_raw_persistence_n	cocc_perm_p_raw_persistence_n	cocc_pop_z_raw_persistence_n	cocc_pop_p_raw_persistence_n	cocc_significant_raw_persistence_c	cocc_score_resolution_depth_n	cocc_perm_z_resolution_depth_n	cocc_perm_p_resolution_depth_n	cocc_pop_z_resolution_depth_n	cocc_pop_p_resolution_depth_n	cocc_significant_resolution_depth_c	cp_region_c	k_core_n	bridge_score_cp_n	in_seed_lcc_c	proteomics_enrichment_a	proteomics_significant_c	proteomics_best_term	proteomics_best_p_n	proteomics_n_sig_terms_n	neuropathic_pain_enrichment_a	neuropathic_pain_significant_c	neuropathic_pain_best_term	neuropathic_pain_best_p_n	neuropathic_pain_n_sig_terms_n	orphanet_enrichment_a	orphanet_significant_c	orphanet_best_term	orphanet_best_p_n	orphanet_n_sig_terms_n	omim_enrichment_a	omim_significant_c	omim_best_term	omim_best_p_n	omim_n_sig_terms_n	phenotypes_enrichment_a	phenotypes_significant_c	phenotypes_best_term	phenotypes_best_p_n	phenotypes_n_sig_terms_n	spatial_enrichment_a	spatial_significant_c	spatial_best_term	spatial_best_p_n	spatial_n_sig_terms_n	n_sig_analyses_n	any_sig_enrichment_c	is_drug_target_any_c	is_drug_target_disease_c	pain_phenotype_gene_c
ADCY8	0.003762	-0.365627	0.5	-0.995111	0.595117	0.5	0.0018883627	seed	0	Peripheral	0.0270086149	0.0546951507	0.9462756103	0.601903369	0.0012510982	4	294	10	4,2,0	294,390,1126	104	3	9.677670286032631e-07	0.0001001787	0	11	0.0006450856	3.3838260174	0.0001770142	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	periphery	8	1	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADCYAP1	-0.029445	0.208787	0.5	-0.995214	0.595843	0.5	0.0020392746	seed	1	Peripheral	0.0279365315	0.1958858227	0.944843521	0.6500055525	0.0040819394	1	608	22	1,0	608,1126	104	2	1.1712333741610972e-05	0.0004221915	0.0583333333	16	0.0009383064	3.1613886356	0.0002062961	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	5	0.3333333333	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADCYAP1R1	0.057185	0.091029	0.5	-0.995139	0.595772	0.5	0.0019225913	seed	0	Peripheral	0.0214744316	0.1001861834	0.9575061491	0.6128135119	0.0038878901	3	353	6	3,1,0	353,608,1126	104	3	2.312196582480549e-07	0.0002167356	0.5	4	0.0002345766	3.2541637421	8.330099494768692e-05	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	periphery	4	0.75	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADGRL1	-0.225341	-0.253141	0.5	-0.995069	0.595108	0.5	7.775201721858526e-05	neighbor	0	Peripheral	0.039202979	0.0681640618	0.9224198781	0.0247829514	0.0025659723	4	294	10	4,2,0	294,390,1126	104	3	2.3413980867059163e-05	0.0003646954	0.0170697013	38	0.0022284776	3.1214520931	0.0001757115	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	9	0.7272727273	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADM	-1	-0.364994	0.5	-1	1	0.5	0.0018898731	seed	1	Peripheral	0.0030751179	0.3942302043	0.9938507356	0.6023847893	3.319836117561316e-05	0	1126	104	0	1126	104	1	0	1.5277918265431724e-05	0	1	5.864414731409805e-05	4.1591014862	0.0003809642	A	1	0.0416990669	0.4237905233	3.0002797329	0.0380859375	yes	0.5123152709	-10.9359774742	0.9991507749	1.3909353383	0.12421875	no	0.0071428571	-1.0199561626	0.996569202	-1.1970122707	0.9220052083	no	periphery	1	0	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy	yes	Epilepsy	0.0132	1	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors	yes	PENK+_nociceptors	5.09e-61	1	6	yes	yes	no	yes
ADORA1	0.00108	-0.044832	0.5	-0.995077	0.595712	0.5	0.0019670332	seed	0	Peripheral	0.0258789724	0.0886460528	0.9486545847	0.6269790695	0.0020142242	2	390	26	2,0	390,1126	104	2	4.027881479874577e-06	0.0001699197	0.0545454545	11	0.0006450856	3.3165025711	0.0001368123	A	0.8703333333	-4.6428183142	0.9991507749	2.4812503432	0.0782552083	no	0.5566020799	-9.6550071865	0.9991507749	1.6147335011	0.078515625	no	0.0219619048	-0.0917808026	0.4257249189	-1.0649028688	0.84296875	no	periphery	7	0.7142857143	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence	yes	childhood absence	0.000277	2	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
ADORA2A	-0.125932	0.100676	0.5	-0.995419	0.595894	0.5	0.0027107667	seed	0	Peripheral	0.0406212094	0.2004664509	0.9194320338	0.8640393039	0.0019209714	0	1126	104	0	1126	104	1	7.423912868948815e-05	0.0001197458	0.0151515152	12	0.0007037298	3.3407812119	0.0007153444	A	1	0.0416990669	0.4237905233	3.0002797329	0.0380859375	yes	0.5123152709	-10.9359774742	0.9991507749	1.3909353383	0.12421875	no	0.0071428571	-1.0199561626	0.996569202	-1.1970122707	0.9220052083	no	periphery	8	0.5	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy	yes	Epilepsy	0.0132	1	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors	yes	PENK+_nociceptors	5.09e-61	1	6	yes	yes	yes	yes
ADORA2B	-0.03257	-0.187129	0.5	-0.995135	0.595245	0.5	7.68592109891993e-05	neighbor	0	Peripheral	0.0441855449	0.1000388189	0.9128156026	0.0244983752	0.0033799296	7	53	7	7,4,2,0	53,294,390,1126	104	4	2.2708544427440684e-05	0.0005269446	0.0991596639	35	0.0020525452	3.0779967308	0.0004000819	A	0.8182094017	-6.5259195764	0.9991507749	2.2726088079	0.078515625	no	0.5710257252	-9.2378116034	0.9991507749	1.6876216906	0.078515625	no	0.0546095238	1.9530682553	0.0171290126	-0.7738546491	0.8092447917	yes	intermediate	11	1	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Dystonia	yes	childhood absence	0.000277	4	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
ADRA1D	-0.61937	0.260503	0.5	-0.995485	0.596277	0.5	0.0018891821	seed	1	Peripheral	0.0240453242	0.2409057618	0.9521681621	0.6021645318	0.001263673	29	9	20	29,30,23,1,0	9,9,13,608,1126	104	5	4.029234335012016e-07	9.666770244682669e-05	0.4761904762	7	0.000410509	3.5940065384	0.0008298113	A	0.7838088319	-7.7687221509	0.9991507749	2.1349102983	0.078515625	no	0.5722079912	-9.2036152442	0.9991507749	1.6935961323	0.078515625	no	0.0370666667	0.8542899692	0.1053708134	-0.9302463704	0.8138020833	no	periphery	6	0.1428571429	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Mantle cell lymphoma ORPHA:52416	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Myopathy with myalgia,increased serum creatine kinase	yes	Myopathy with myalgia	0.00359	5	nociception,cancer pain,temporomandibular disorder	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	yes	yes
ADRA2A	-0.290276	0.615414	0.5	-0.995652	0.596389	0.5	0.0019423268	seed	1	Peripheral	0.0092047973	0.035847555	0.981667454	0.6191040811	0.0013166936	1	608	22	1,0	608,1126	104	2	1.7613583248784093e-08	5.047379031070873e-05	0	2	0.0001172883	3.6561107635	0.000397114	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	2	0.5	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
ADRA2C	-0.159952	0.409729	0.5	-0.995314	0.596014	0.5	0.002177046	seed	1	Peripheral	0.0367278372	0.0902753072	0.9275986438	0.6939193021	0.0040038695	5	99	8	5,1,0	99,608,1126	104	3	1.1758386023127844e-05	0.0005065498	0.1923076923	13	0.0007623739	3.1387519836	0.0008185353	A	0.7719344729	-8.1977116702	0.9991507749	2.0873796457	0.078515625	no	0.5742222222	-9.1453547802	0.9991507749	1.7037748109	0.078515625	no	0.0446984127	1.3322963028	0.0522184221	-0.8622105945	0.810546875	no	periphery	7	0.7777777778	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Self-improving collodion baby ORPHA:281122	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	childhood absence	0.00498	3	nociception,cancer pain,musculoskeletal pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	yes	yes
ADRB2	-0.17528	0.004261	0.5	-0.994521	0.595775	0.5	0.0021758218	seed	1	Peripheral	0.1460017032	0.178831236	0.7281815076	0.6935290802	0.0229962168	3	353	6	3,1,0	353,608,1126	104	3	0.000319834	0.0027802919	0.0180668473	82	0.0048088201	2.8516302109	-0.0006786864	B	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	13	0.4333333333	yes	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
AGER	-0.075163	0.068426	0.5	-0.995023	0.595758	0.5	0.0019038384	seed	0	Peripheral	0.0503738303	0.0665956324	0.901783763	0.6068361462	0.0108149769	9	35	5	9,3,1,0	35,353,608,1126	104	4	1.658355922850182e-05	0.000698622	0.0666666667	15	0.0008796622	3.0147783756	0.0002659479	A	0.7248219373	-9.8997643073	0.9991507749	1.898797713	0.078515625	no	0.5807816092	-8.9556283129	0.9991507749	1.7369218989	0.078515625	no	0.0962539683	4.5614239478	0.0007537765	-0.4026011928	0.6263020833	yes	periphery	7	0.875	yes	female,male	yes	male	5.03e-16	2	pain_upregulated,no_pain_upregulated	yes	no_pain_upregulated	3.06e-39	2	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Congenital non-communicating hydrocephalus ORPHA:269510	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Visceral neuropathy	yes	Visceral neuropathy	0.000133	4	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	no	yes
AGR2	-0.247551	0.112611	0.5	-0.995046	0.595934	0.5	8.467191217850878e-05	neighbor	1	Peripheral	0.3396982675	0.2565576703	0.4358911115	0.0269886231	0.0716425163	3	353	6	3,1,0	353,608,1126	104	3	0.0050899336	0.0313839426	0.0289595185	312	0.018296974	2.4586558342	0.0013460267	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1818181818	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
AGTR1	-0.257485	-0.287608	0.5	-0.99513	0.595568	0.5	0.000282276	neighbor	0	Peripheral	0.0413442802	0.1560258139	0.9186772073	0.0899736293	0.004667965	34	8	5	34,7,4,2,0	8,53,294,390,1126	104	5	3.908711783745714e-05	0.000755164	0.0333333333	21	0.0012315271	3.1161153316	0.0002924632	A	0.8173564103	-6.5567359257	0.9991507749	2.269194456	0.078515625	no	0.5711789819	-9.233378742	0.9991507749	1.6883961552	0.078515625	no	0.0562539683	2.0560662922	0.01223794	-0.7591946941	0.8092447917	yes	periphery	8	0.8	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369,Autosomal recessive spastic paraplegia type 75 ORPHA:459056	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Dystonia,Basal ganglia calcification	yes	childhood absence	0.000277	5	nociception,analgesia	yes	analgesia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Ad_HTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	yes	yes
AGTR2	0.187525	-0.167888	0.5	-0.992546	0.596162	0.5	0.0018861958	seed	0	Peripheral	0.0066496741	0.0639363824	0.9867164997	0.6012126674	0.0002708275	2	390	26	2,0	390,1126	104	2	2.208972512236346e-08	2.036755746690776e-05	0	2	0.0001172883	3.7512900829	-0.0018408173	B	0.8703333333	-4.6428183142	0.9991507749	2.4812503432	0.0782552083	no	0.5566020799	-9.6550071865	0.9991507749	1.6147335011	0.078515625	no	0.0219619048	-0.0917808026	0.4257249189	-1.0649028688	0.84296875	no	periphery	2	0	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence	yes	childhood absence	0.000277	2	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
AKAP5	-0.490072	-0.217836	0.5	-0.995252	0.596061	0.5	0.0002110039	neighbor	1	Peripheral	0.0213323046	0.2107592112	0.9577163635	0.0672561104	0.0026042018	23	13	7	23,0	13,1126	104	2	9.862016853109613e-06	0.0002853953	0.1648351648	14	0.0008210181	3.2570960522	0.0002328604	A	0.995025641	-0.1380115069	0.9957128406	2.980368382	0.0763020833	no	0.512683087	-10.9253386068	0.9991507749	1.3927940535	0.12421875	no	0.0088190476	-0.9149697466	0.983441895	-1.1820693049	0.9220052083	no	periphery	4	0.4	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Mantle cell lymphoma ORPHA:52416	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00519	2	nociception,temporomandibular disorder	yes	nociception	7.9e-06	2	PENK+_nociceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
AKT1	-0.275272	0.123018	0.5	-0.99508	0.595834	0.5	0.0002353806	neighbor	1	Hub	0.5307449096	0.370061487	0.2168720864	0.0750260525	0.120429659	3	353	6	3,1,0	353,608,1126	104	3	0.0051077902	0.0209461552	0.0405935528	287	0.0168308703	2.4507975578	0.00196723	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1392405063	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
ALK	-0.297204	-0.053488	0.5	-0.995034	0.595832	0.5	8.348765819745679e-05	neighbor	1	Peripheral	0.1111708282	0.1233799583	0.7899294169	0.0266111498	0.0246708649	15	20	5	15,13,10,9,3,1,0	20,25,34,35,353,608,1126	104	7	8.492201612569637e-05	0.0024671574	0.0647163121	48	0.0028149191	2.9130892754	0.0005741585	A	0.7215485551	-10.0180230401	0.9991507749	1.8856950275	0.078515625	no	0.5829709907	-8.8923017216	0.9991507749	1.7479856799	0.078515625	no	0.1088063492	5.3476290406	0.0007332595	-0.2906987559	0.5109375	yes	core	13	0.1176470588	no	female,male	yes	male	5.03e-16	2	pain_upregulated,no_pain_upregulated	yes	no_pain_upregulated	3.06e-39	2	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Congenital non-communicating hydrocephalus ORPHA:269510,Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia ORPHA:632	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	4	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Visceral neuropathy,familial,Immunodeficiency (select examples)	yes	Immunodeficiency (select examples)	6.71e-05	6	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	no	yes
ALOX12	-0.031482	0.456773	0.5	-0.995517	0.596195	0.5	0.0018864197	seed	1	Peripheral	0.0138433888	0.0475706189	0.9724878818	0.6012840468	0.0019898549	5	99	8	5,1,0	99,608,1126	104	3	7.332973229595551e-08	0.000205607	0	3	0.0001759324	3.441883564	0.0004802521	A	0.7719344729	-8.1977116702	0.9991507749	2.0873796457	0.078515625	no	0.5742222222	-9.1453547802	0.9991507749	1.7037748109	0.078515625	no	0.0446984127	1.3322963028	0.0522184221	-0.8622105945	0.810546875	no	periphery	3	0.6666666667	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Self-improving collodion baby ORPHA:281122	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	childhood absence	0.00498	3	nociception,cancer pain,musculoskeletal pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	no	yes
