source	target	sources	source_count_n
STOM	LNPEP	['IntAct', 'HuRI']	2
STOM	EMP1	['IntAct', 'HuRI']	2
STOM	SARAF	['BioPlex_HCT116']	1
STOM	TTMP	['IntAct', 'HuRI']	2
STOM	LPAR1	['BioPlex_HCT116']	1
STOM	RHBDD1	['BioPlex_HCT116']	1
STOM	PMP22	['IntAct', 'HuRI']	2
STOM	RAC1	['BioGRID']	1
STOM	TMEM120B	['IntAct', 'HuRI']	2
STOM	YIPF6	['IntAct', 'HuRI']	2
STOM	RHOB	['BioGRID']	1
STOM	LGALS1	['BioPlex_HCT116']	1
STOM	TNF	['IntAct', 'HuRI']	2
STOM	KLK10	['BioPlex_HCT116']	1
STOM	NKG7	['IntAct', 'HuRI']	2
STOM	MGLL	['IntAct', 'HuRI']	2
STOM	GRM2	['IntAct', 'HuRI']	2
STOM	CLDN19	['IntAct', 'HuRI']	2
STOM	GPM6B	['BioPlex_HCT116']	1
CXCR3	CXCR4	['IntAct']	1
CXCR3	FATE1	['IntAct', 'HuRI']	2
CXCR3	CXCL9	['BioGRID']	1
CXCR3	CLDN19	['IntAct', 'HuRI']	2
CXCR3	TMEM14A	['IntAct', 'HuRI']	2
CXCR3	C2CD2L	['IntAct', 'HuRI']	2
NPR3	NPPC	['BioGRID']	1
AP2B1	APP	['IntAct']	1
AP2B1	CLTC	['BioGRID']	1
AP2B1	TP53	['BioGRID']	1
AP2B1	PRKN	['IntAct']	1
AP2B1	PMP22	['IntAct']	1
AP2B1	TERF2IP	['HuRI']	1
AP2B1	CCNF	['BioGRID']	1
AP2B1	AP2M1	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID', 'HuRI']	5
AP2B1	HTT	['IntAct']	1
AP2B1	UBC	['BioGRID']	1
AP2B1	EGFR	['BioGRID']	1
AP2B1	MYC	['BioGRID']	1
AP2B1	UCHL1	['IntAct']	1
AP2B1	ESR1	['BioGRID']	1
AP2B1	SQSTM1	['BioGRID']	1
AP2B1	LNPEP	['BioGRID']	1
AP2B1	SOD1	['IntAct']	1
AP2B1	A2M	['IntAct']	1
AP2B1	NOS3	['IntAct']	1
AP2B1	GFAP	['IntAct']	1
AP2B1	SHC1	['BioGRID']	1
AP2B1	TGFBR2	['BioGRID']	1
AP2B1	ARRB2	['BioGRID']	1
AP2B1	SNCA	['IntAct']	1
AP2B1	VAPB	['IntAct']	1
AP2B1	DBH	['IntAct']	1
AP2B1	ARRB1	['IntAct', 'HuRI']	2
AP2B1	TNIP1	['BioGRID']	1
NGFR	APP	['IntAct', 'BioGRID']	2
NGFR	TP53	['BioGRID']	1
NGFR	TRAF2	['BioGRID']	1
NGFR	SPRED1	['IntAct']	1
NGFR	SQSTM1	['BioGRID']	1
NGFR	TRAF6	['BioGRID']	1
NGFR	MDM2	['BioGRID']	1
NGFR	IKBKB	['BioGRID']	1
NGFR	EGR1	['BioGRID']	1
NGFR	NTRK1	['BioGRID']	1
NGFR	NGF	['IntAct', 'BioGRID']	2
CEBPA	HDAC1	['BioGRID']	1
CEBPA	TP53	['BioGRID']	1
CEBPA	SKP2	['BioGRID']	1
CEBPA	EP300	['BioGRID']	1
CEBPA	CEBPB	['BioGRID']	1
CEBPA	JUN	['BioGRID']	1
CEBPA	MAPK8	['BioGRID']	1
CEBPA	GOPC	['BioGRID']	1
CEBPA	ELAVL1	['BioGRID']	1
CEBPA	DDIT3	['IntAct', 'BioPlex_293T', 'BioGRID']	3
CEBPA	GRIN3A	['BioGRID']	1
CEBPA	YY1	['BioGRID']	1
CEBPA	ZEB2	['BioGRID']	1
CEBPA	KAT5	['BioGRID']	1
CEBPA	ATF2	['BioGRID']	1
CEBPA	SPI1	['BioGRID']	1
CEBPA	ACTN1	['BioGRID']	1
CEBPA	ZBTB16	['BioGRID']	1
HTR1A	FGFR1	['IntAct', 'BioGRID']	2
HTR1A	TRIM21	['BioGRID']	1
HTR1A	PSMD7	['BioGRID']	1
HTR1A	GPR39	['IntAct']	1
CUL3	ACTB	['BioGRID']	1
CUL3	APP	['BioGRID']	1
CUL3	CLTC	['BioGRID']	1
CUL3	RNPS1	['BioGRID']	1
CUL3	PRKN	['BioGRID']	1
CUL3	HNRNPK	['BioGRID']	1
CUL3	HSPA1B	['BioGRID']	1
CUL3	AP2M1	['BioGRID']	1
CUL3	HTT	['IntAct']	1
CUL3	UBC	['BioGRID']	1
CUL3	GABARAPL1	['BioGRID']	1
CUL3	EP300	['BioGRID']	1
CUL3	VCP	['BioGRID']	1
CUL3	COPS5	['IntAct', 'BioPlex_293T', 'BioGRID']	3
CUL3	COPS2	['BioPlex_293T', 'BioGRID']	2
CUL3	TIMM13	['BioGRID']	1
CUL3	CLGN	['BioGRID']	1
CUL3	ENO1	['BioGRID']	1
CUL3	PPIA	['BioGRID']	1
CUL3	GAPDH	['BioGRID']	1
CUL3	ATP5F1A	['BioGRID']	1
CUL3	RACK1	['BioGRID']	1
CUL3	PRKACA	['BioGRID']	1
CUL3	NOTCH1	['BioGRID']	1
CUL3	DDB1	['BioGRID']	1
CUL3	PRKDC	['BioGRID']	1
CUL3	THADA	['BioGRID']	1
CUL3	DDIT3	['BioGRID']	1
CUL3	YWHAE	['BioGRID']	1
CUL3	COPB2	['BioGRID']	1
CUL3	ELAVL1	['BioGRID']	1
CUL3	HSP90AB1	['IntAct', 'BioGRID']	2
CUL3	P4HB	['BioGRID']	1
CUL3	NPEPPS	['BioGRID']	1
CUL3	RBX1	['IntAct', 'BioGRID']	2
CUL3	NSF	['BioGRID']	1
CUL3	ANAPC1	['BioGRID']	1
CUL3	CSNK2B	['BioGRID']	1
CUL3	SDF2L1	['BioGRID']	1
CUL3	PIK3R1	['BioGRID']	1
CUL3	SQSTM1	['BioGRID']	1
CUL3	HAX1	['BioGRID']	1
CUL3	KAT5	['BioGRID']	1
CUL3	KCTD9	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
CUL3	NCL	['BioGRID']	1
CUL3	HSP90AA1	['BioGRID']	1
CUL3	RPL15	['BioGRID']	1
CUL3	KCTD2	['BioGRID']	1
CUL3	CYLD	['BioGRID']	1
CUL3	HSPA8	['BioGRID']	1
CUL3	PUF60	['BioGRID']	1
CUL3	IRAK1	['BioGRID']	1
CUL3	HSPB1	['BioGRID']	1
CUL3	KCTD17	['BioPlex_HCT116', 'BioGRID']	2
CUL3	TNFRSF10B	['BioGRID']	1
CUL3	TNFAIP3	['BioGRID']	1
CUL3	HSPA5	['BioGRID']	1
CUL3	IKBKB	['BioGRID']	1
CUL3	C1QBP	['BioGRID']	1
CUL3	ATP5F1B	['BioGRID']	1
CUL3	DICER1	['BioGRID']	1
CUL3	CANX	['BioGRID']	1
CUL3	CD274	['BioGRID']	1
CUL3	PRKAR1B	['BioGRID']	1
CUL3	ASPH	['BioGRID']	1
CUL3	KLHL42	['BioPlex_293T', 'BioGRID']	2
CUL3	CUL4B	['BioGRID']	1
IAPP	TRIP6	['BioPlex_293T']	1
IAPP	BACE2	['IntAct']	1
IAPP	BACE1	['IntAct']	1
IAPP	IDE	['IntAct']	1
IKBKG	SRC	['IntAct', 'BioGRID']	2
IKBKG	RNF31	['IntAct', 'BioGRID']	2
IKBKG	TNIP2	['IntAct', 'BioGRID']	2
IKBKG	TRAF2	['BioGRID']	1
IKBKG	PRKN	['BioGRID']	1
IKBKG	RELA	['BioGRID']	1
IKBKG	NFKB1	['BioGRID']	1
IKBKG	HTT	['BioGRID']	1
IKBKG	UBC	['IntAct', 'BioGRID']	2
IKBKG	ENKD1	['IntAct', 'HuRI']	2
IKBKG	EGFR	['IntAct', 'BioGRID']	2
IKBKG	EEF1AKMT3	['BioPlex_HCT116']	1
IKBKG	CDC37	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
IKBKG	AKT1	['BioGRID']	1
IKBKG	IRAK1	['BioGRID']	1
IKBKG	SQSTM1	['IntAct', 'BioGRID']	2
IKBKG	CCT8L2	['BioPlex_293T']	1
IKBKG	TNF	['IntAct', 'BioGRID']	2
IKBKG	TNFRSF1A	['BioGRID']	1
IKBKG	TNFAIP3	['IntAct', 'BioGRID']	2
IKBKG	IKBKB	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
IKBKG	S100A2	['BioPlex_293T']	1
IKBKG	TRAF6	['BioGRID']	1
IKBKG	FADD	['BioGRID']	1
IKBKG	HSP90AB1	['IntAct', 'BioPlex_HCT116', 'BioGRID']	3
IKBKG	ANXA1	['BioGRID']	1
IKBKG	HNRNPCL2	['BioPlex_293T']	1
IKBKG	PRKDC	['BioGRID']	1
IKBKG	UBXN6	['BioPlex_HCT116']	1
IKBKG	HSP90AA1	['IntAct', 'BioPlex_HCT116', 'BioGRID']	3
IKBKG	IKBKE	['BioGRID']	1
IKBKG	CYLD	['BioGRID']	1
IKBKG	TBK1	['IntAct', 'BioPlex_293T', 'BioGRID']	3
IKBKG	CHUK	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
IKBKG	CALB1	['IntAct', 'BioGRID']	2
IKBKG	TNIP1	['BioGRID']	1
GINM1	RUSF1	['BioPlex_293T']	1
GINM1	FGFR1	['BioPlex_293T']	1
GINM1	CSTL1	['BioPlex_293T']	1
GINM1	FATE1	['IntAct', 'HuRI']	2
GINM1	APLP2	['BioPlex_293T']	1
GINM1	NDFIP1	['BioPlex_293T']	1
GINM1	TNFRSF10B	['BioPlex_293T']	1
GINM1	BDKRB2	['BioPlex_HCT116']	1
TEC	KIT	['BioGRID']	1
TEC	JAK2	['BioGRID']	1
TEC	PRLR	['BioGRID']	1
FGFR3	ADAMTSL4	['IntAct']	1
FGFR3	PDGFRA	['BioPlex_HCT116']	1
FGFR3	COL2A1	['IntAct']	1
FGFR3	FGFR1	['BioGRID']	1
FGFR3	PRKN	['IntAct']	1
FGFR3	HSPA1B	['BioGRID']	1
FGFR3	PLCG1	['BioGRID']	1
FGFR3	PRG2	['BioPlex_HCT116']	1
FGFR3	RELA	['IntAct']	1
FGFR3	JUN	['IntAct']	1
FGFR3	CDC37	['IntAct', 'BioPlex_HCT116', 'BioGRID']	3
FGFR3	MYC	['IntAct']	1
FGFR3	KCTD17	['IntAct']	1
FGFR3	CBLN4	['BioPlex_HCT116']	1
FGFR3	TIMM13	['BioGRID']	1
FGFR3	GPIHBP1	['BioPlex_HCT116']	1
FGFR3	FBXO2	['BioPlex_293T', 'BioPlex_HCT116']	2
FGFR3	HSP90AB1	['IntAct', 'BioGRID']	2
FGFR3	HSP90AA1	['BioGRID']	1
FGFR3	SDF2L1	['BioPlex_HCT116']	1
FGFR3	COMT	['IntAct']	1
FGFR3	NR2C2	['IntAct']	1
FGFR3	NR1H2	['IntAct']	1
FGFR3	PPARA	['IntAct']	1
FGFR3	PER1	['IntAct']	1
FGFR3	LY86	['BioPlex_HCT116']	1
FGFR3	DNAJB9	['BioPlex_HCT116']	1
FGFR3	TMEM87A	['BioPlex_HCT116']	1
HTR2A	HTR2C	['IntAct']	1
HTR2A	DLG1	['BioGRID']	1
HTR2A	ARF1	['BioGRID']	1
HTR2A	GRM2	['IntAct']	1
HTR2A	CNR1	['IntAct']	1
NDFIP1	NTRK2	['BioGRID']	1
NDFIP1	EDAR	['BioPlex_293T']	1
NDFIP1	NEDD4	['BioPlex_293T', 'BioGRID']	2
NDFIP1	RNF149	['BioPlex_293T', 'BioGRID']	2
NDFIP1	NRSN1	['BioPlex_293T']	1
NDFIP1	KCNK18	['BioPlex_293T']	1
NDFIP1	BACE2	['BioPlex_293T']	1
NDFIP1	IFNGR1	['BioPlex_293T']	1
NDFIP1	PTGIR	['BioPlex_293T']	1
NDFIP1	TNFRSF10B	['BioPlex_293T']	1
NDFIP1	PTGFR	['BioPlex_293T']	1
NFKB1	CCR1	['BioPlex_HCT116']	1
NFKB1	HDAC1	['IntAct', 'BioGRID']	2
NFKB1	TNIP2	['IntAct', 'BioGRID']	2
NFKB1	TP53	['BioGRID']	1
NFKB1	RELA	['IntAct', 'BioGRID']	2
NFKB1	IKBKB	['IntAct', 'BioGRID']	2
NFKB1	ESR1	['IntAct']	1
NFKB1	COPB2	['BioGRID']	1
NFKB1	COPS5	['BioGRID']	1
NFKB1	EP300	['BioGRID']	1
NFKB1	MAP3K8	['IntAct', 'BioGRID']	2
NFKB1	HTT	['IntAct']	1
NFKB1	STAT3	['BioGRID']	1
NFKB1	UBXN6	['BioPlex_HCT116']	1
NFKB1	YY1	['BioGRID']	1
NFKB1	CTNNB1	['IntAct', 'BioGRID']	2
NFKB1	NOTCH1	['BioGRID']	1
NFKB1	CEBPB	['BioGRID']	1
NFKB1	CHUK	['IntAct', 'BioGRID']	2
NFKB1	FBXW11	['BioPlex_293T', 'BioGRID']	2
NFKB1	KAT5	['BioGRID']	1
NFKB1	SP1	['BioGRID']	1
NFKB1	CUL4A	['BioGRID']	1
NFKB1	EEF1AKMT3	['BioPlex_HCT116']	1
NFKB1	REL	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
NFKB1	TNIP1	['BioPlex_HCT116', 'BioGRID']	2
NFKB1	NFKB2	['IntAct', 'BioGRID']	2
PPT1	VCP	['BioGRID']	1
PPT1	CANX	['BioGRID']	1
PPT1	ATP5F1B	['BioGRID']	1
PPT1	VAPB	['BioGRID']	1
PPT1	ATP5F1A	['BioGRID']	1
PPT1	PRDX5	['BioGRID']	1
PPT1	VGF	['BioGRID']	1
PPT1	DBH	['BioGRID']	1
PPT1	CRIP2	['BioGRID']	1
PUF60	YWHAG	['IntAct']	1
PUF60	RNPS1	['IntAct', 'BioPlex_HCT116', 'BioGRID']	3
PUF60	PRKN	['BioGRID']	1
PUF60	SDCBP	['IntAct', 'HuRI']	2
PUF60	HTT	['IntAct']	1
PUF60	SIAH1	['IntAct', 'BioGRID', 'HuRI']	3
PUF60	EP300	['BioGRID']	1
PUF60	GAPDH	['IntAct', 'BioGRID']	2
PUF60	TH	['IntAct', 'HuRI']	2
PUF60	CACNA1A	['BioGRID']	1
SFTPC	FGFR1	['BioPlex_HCT116']	1
SFTPC	APP	['IntAct']	1
SFTPC	NEDD4	['BioGRID']	1
SFTPC	EGFR	['BioPlex_HCT116']	1
SFTPC	RNF149	['BioPlex_HCT116']	1
SFTPC	HSPA5	['BioPlex_HCT116', 'BioGRID']	2
SFTPC	GJA8	['IntAct', 'HuRI']	2
SFTPC	LNPEP	['BioPlex_HCT116']	1
SFTPC	APLP2	['BioPlex_HCT116']	1
SFTPC	SEC22A	['IntAct', 'HuRI']	2
SFTPC	MFAP3	['BioPlex_293T']	1
SFTPC	GPR152	['IntAct', 'HuRI']	2
SFTPC	CREB3	['IntAct']	1
SFTPC	FAM209A	['IntAct', 'HuRI']	2
SFTPC	CD79A	['IntAct', 'HuRI']	2
SFTPC	POMGNT2	['BioPlex_HCT116']	1
SFTPC	GOLM1	['IntAct', 'HuRI']	2
SFTPC	CXCL9	['IntAct', 'HuRI']	2
SFTPC	HLA-DQB1	['BioPlex_HCT116']	1
SFTPC	TGFBR1	['BioPlex_HCT116']	1
SFTPC	BSCL2	['IntAct', 'HuRI']	2
SFTPC	IDUA	['BioPlex_HCT116']	1
SFTPC	MMP15	['BioPlex_HCT116']	1
SFTPC	KIAA2013	['BioPlex_HCT116']	1
SFTPC	TMEM87A	['BioPlex_HCT116']	1
SFTPC	MGRN1	['BioPlex_HCT116']	1
SFTPC	NLGN2	['BioPlex_HCT116']	1
SFTPC	KCTD17	['BioPlex_293T']	1
SFTPC	IGF1R	['BioPlex_HCT116']	1
SFTPC	PTGS1	['BioPlex_HCT116']	1
SFTPC	TMPRSS2	['IntAct', 'HuRI']	2
SFTPC	KLRC1	['IntAct', 'HuRI']	2
SFTPC	CBX6	['BioPlex_293T', 'BioPlex_HCT116']	2
NGF	APP	['IntAct']	1
NGF	NTRK1	['IntAct', 'BioGRID']	2
AXDND1	SLC32A1	['BioPlex_293T']	1
SLC32A1	DNAJC5	['BioGRID']	1
AKAP5	PRKACA	['BioGRID']	1
AKAP5	PPP3CA	['IntAct', 'BioGRID', 'HuRI']	3
AKAP5	RHOB	['BioGRID']	1
VCP	ACTB	['BioGRID']	1
VCP	FN1	['BioGRID']	1
VCP	HDAC1	['BioGRID']	1
VCP	BRCA1	['BioGRID']	1
VCP	RNF31	['BioGRID']	1
VCP	LNX1	['IntAct', 'HuRI']	2
VCP	APP	['BioGRID']	1
VCP	YWHAG	['BioGRID']	1
VCP	UBQLN2	['BioGRID']	1
VCP	TP53	['BioGRID']	1
VCP	PRKN	['BioPlex_293T', 'BioGRID']	2
VCP	CCNF	['BioGRID']	1
VCP	DNM2	['BioGRID']	1
VCP	CAV1	['BioGRID']	1
VCP	HSPA1B	['BioGRID']	1
VCP	UBE2D1	['IntAct', 'BioGRID']	2
VCP	POR	['BioGRID']	1
VCP	RAF1	['BioGRID']	1
VCP	HTT	['IntAct', 'BioGRID']	2
VCP	UBC	['BioGRID']	1
VCP	AGR2	['BioGRID']	1
VCP	PPARA	['IntAct']	1
VCP	IFITM3	['BioGRID']	1
VCP	HSP90AB1	['BioGRID']	1
VCP	P4HB	['BioGRID']	1
VCP	ACE2	['BioGRID']	1
VCP	ASPH	['BioGRID']	1
VCP	TRIM21	['BioGRID']	1
VCP	SQSTM1	['BioGRID']	1
VCP	INSIG2	['BioGRID']	1
VCP	HINT1	['BioGRID']	1
VCP	OS9	['BioGRID']	1
VCP	HDAC6	['BioGRID']	1
VCP	HSP90AA1	['BioGRID']	1
VCP	MAPK1	['BioGRID']	1
VCP	YWHAE	['BioGRID']	1
VCP	COPS5	['BioGRID']	1
VCP	HSPA8	['BioGRID']	1
VCP	HSPB1	['IntAct', 'BioGRID']	2
VCP	RNF149	['BioGRID']	1
VCP	PRNP	['BioGRID']	1
VCP	COL1A1	['BioPlex_HCT116']	1
VCP	HSPA5	['BioGRID']	1
VCP	TRAF6	['IntAct']	1
VCP	ATP5F1B	['BioGRID']	1
VCP	IQGAP1	['BioGRID']	1
VCP	CANX	['BioGRID']	1
VCP	YWHAZ	['IntAct', 'BioGRID']	2
VCP	DTNB	['IntAct', 'HuRI']	2
VCP	RHBDD1	['BioGRID']	1
VCP	MDM2	['BioGRID']	1
VCP	SOD1	['BioGRID']	1
VCP	VAMP2	['IntAct']	1
VCP	UBXN6	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
VCP	PPP1CC	['BioGRID']	1
VCP	BAG6	['BioGRID']	1
VCP	RBM25	['BioGRID']	1
VCP	AKT1	['BioGRID']	1
VCP	KCTD9	['BioGRID']	1
VCP	CUL4A	['IntAct']	1
VCP	ELAVL1	['BioGRID']	1
VCP	PSMA5	['BioGRID']	1
VCP	UBAC2	['BioGRID']	1
VCP	MYC	['BioGRID']	1
APOL2	CISD2	['IntAct', 'HuRI']	2
APOL2	CYBC1	['IntAct', 'HuRI']	2
APOL2	SOD1	['BioPlex_293T']	1
APOL2	PTH2R	['BioPlex_293T']	1
APOL2	HTR3A	['BioPlex_293T']	1
APOL2	FAM209A	['IntAct', 'HuRI']	2
APOL2	STX1A	['IntAct', 'HuRI']	2
APOL2	RXFP1	['BioPlex_293T']	1
APOL2	EMP1	['IntAct', 'HuRI']	2
APOL2	GNAZ	['BioPlex_293T']	1
APOL2	YIPF6	['IntAct', 'HuRI']	2
APOL2	MFF	['IntAct', 'HuRI']	2
APOL2	ERGIC3	['IntAct', 'HuRI']	2
KCNQ3	KCNQ2	['BioGRID']	1
RAF1	SRC	['BioGRID']	1
RAF1	APP	['IntAct']	1
RAF1	YWHAG	['IntAct', 'BioPlex_293T', 'BioGRID']	3
RAF1	PRDX5	['BioGRID']	1
RAF1	HSPB1	['BioGRID']	1
RAF1	HSPA5	['IntAct', 'BioGRID']	2
RAF1	HSP90AB1	['IntAct', 'BioGRID']	2
RAF1	ATP5F1B	['BioGRID']	1
RAF1	SQSTM1	['BioGRID']	1
RAF1	FYN	['BioGRID']	1
RAF1	CDC37	['IntAct', 'BioPlex_HCT116', 'BioGRID']	3
RAF1	AKT1	['IntAct', 'BioGRID']	2
RAF1	MYC	['BioGRID']	1
RAF1	RASD2	['BioGRID']	1
RAF1	YWHAH	['IntAct', 'BioPlex_293T', 'BioGRID']	3
RAF1	P4HB	['BioGRID']	1
RAF1	YWHAE	['IntAct', 'BioGRID']	2
RAF1	RANBP9	['BioGRID']	1
RAF1	A2M	['BioGRID']	1
RAF1	BCL2	['BioGRID']	1
RAF1	DICER1	['BioGRID']	1
RAF1	HSPA8	['BioGRID']	1
RAF1	MAPK3	['BioGRID']	1
RAF1	HAX1	['BioGRID']	1
RAF1	PPP1CC	['BioGRID']	1
RAF1	MAPK1	['BioGRID']	1
RAF1	YWHAZ	['IntAct', 'BioGRID']	2
RAF1	EEF1AKMT3	['BioPlex_HCT116']	1
RAF1	HSP90AA1	['IntAct', 'BioGRID']	2
RAF1	EGFR	['IntAct', 'BioGRID']	2
RAF1	EBP	['BioGRID']	1
RAF1	DDB1	['BioGRID']	1
RAF1	PIN1	['IntAct']	1
RAF1	RACK1	['BioGRID']	1
RAF1	ATP2B4	['BioGRID']	1
RAF1	ASPH	['BioGRID']	1
HLA-DQB1	TUBA1A	['BioPlex_HCT116']	1
HLA-DQB1	BTNL2	['BioPlex_HCT116']	1
HLA-DQB1	TMEM106A	['BioPlex_HCT116']	1
HLA-DQB1	SARAF	['BioPlex_HCT116']	1
HLA-DQB1	HLA-DRA	['BioPlex_HCT116']	1
HLA-DQB1	DNAJB9	['BioPlex_293T']	1
HLA-DQB1	SDF2L1	['BioPlex_HCT116']	1
HLA-DQB1	NR2F2	['BioPlex_293T']	1
HLA-DQB1	FANCD2	['BioPlex_HCT116']	1
HLA-DQB1	SGCB	['BioPlex_HCT116']	1
HLA-DQB1	TMEM87A	['BioPlex_HCT116']	1
GNB1	CTNNA3	['IntAct', 'HuRI']	2
GNB1	HTT	['IntAct']	1
GNB1	MYC	['BioGRID']	1
GNB1	ESR1	['BioGRID']	1
GNB1	AKT1	['BioGRID']	1
GNB1	DRD2	['IntAct']	1
GNB1	HSPA8	['BioPlex_HCT116', 'BioGRID']	2
GNB1	RACK1	['BioGRID']	1
GNB1	TUBB8	['BioPlex_HCT116']	1
GNB1	DISC1	['IntAct']	1
GNB1	KCTD17	['BioGRID']	1
GNB1	PPP1CC	['BioGRID']	1
GNB1	ARRB1	['BioGRID']	1
GNB1	P4HB	['IntAct']	1
GNB1	GABBR1	['BioGRID']	1
GNB1	TBXA2R	['BioGRID']	1
GNB1	GNAQ	['BioPlex_293T', 'BioGRID']	2
GNB1	CALCA	['IntAct']	1
GNB1	PRKCB	['BioGRID']	1
GNB1	KCTD2	['BioGRID']	1
GNB1	GRK2	['BioGRID']	1
USP4	RNPS1	['BioGRID']	1
USP4	TRAF2	['BioGRID']	1
USP4	PICK1	['BioPlex_293T']	1
USP4	UBC	['BioGRID']	1
USP4	EEF1AKMT3	['BioPlex_HCT116']	1
USP4	AKT1	['BioGRID']	1
USP4	CTNNB1	['BioGRID']	1
USP4	PPIA	['BioGRID']	1
USP4	TRIM21	['BioGRID']	1
USP4	UBXN6	['BioPlex_HCT116']	1
USP4	TGFBR1	['BioGRID']	1
USP4	TRAF6	['BioGRID']	1
USP4	ADORA2A	['IntAct']	1
CCR1	FN1	['BioPlex_HCT116']	1
CCR1	ANXA1	['BioPlex_HCT116']	1
CCR1	LCN2	['BioPlex_HCT116']	1
CCR1	DNM2	['BioPlex_HCT116']	1
CCR1	DHRS7	['BioPlex_HCT116']	1
CCR1	HMOX2	['BioPlex_HCT116']	1
CCR1	TGM1	['BioPlex_HCT116']	1
CCR1	A2M	['BioPlex_HCT116']	1
CCR1	KLK10	['BioPlex_HCT116']	1
CCR1	SIGMAR1	['BioPlex_HCT116']	1
CCR1	PRNP	['BioGRID']	1
CCR1	JCHAIN	['BioPlex_HCT116']	1
CCR1	MAP2K3	['BioPlex_HCT116']	1
CCR1	FGG	['BioPlex_HCT116']	1
CCR1	IGHA2	['BioPlex_HCT116']	1
CCR1	SERPINB4	['BioPlex_HCT116']	1
CCR1	S100A2	['BioPlex_HCT116']	1
CCR1	KLK6	['BioPlex_HCT116']	1
CCR1	POR	['BioPlex_HCT116']	1
CCR1	POF1B	['BioPlex_HCT116']	1
CCR1	CREB3	['IntAct']	1
CCR1	KPRP	['BioPlex_HCT116']	1
CCR1	STAT3	['BioPlex_HCT116']	1
CCR1	VTN	['BioPlex_HCT116']	1
ATF2	CEBPB	['BioGRID']	1
ATF2	JUN	['IntAct', 'BioPlex_293T', 'BioGRID']	3
ATF2	MAPK8	['BioGRID']	1
ATF2	CSNK2A1	['BioGRID']	1
ATF2	MAPK9	['IntAct', 'BioGRID', 'HuRI']	3
ATF2	DDIT3	['IntAct']	1
ATF2	MAPK1	['BioGRID']	1
ATF2	YY1	['BioGRID']	1
ATF2	SMAD3	['BioGRID']	1
ATF2	FOSB	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID', 'HuRI']	5
ATF2	DPP8	['BioPlex_293T']	1
PHF1	HDAC1	['BioGRID']	1
PHF1	TP53	['BioPlex_293T', 'BioGRID']	2
PHF1	TLE5	['IntAct', 'HuRI']	2
PHF1	MEOX2	['HuRI']	1
PHF1	KRT40	['IntAct', 'HuRI']	2
PHF1	MDFI	['IntAct', 'HuRI']	2
PHF1	DDB1	['BioGRID']	1
PHF1	DICER1	['BioPlex_293T']	1
PHF1	DISC1	['IntAct']	1
PHF1	NEK6	['BioGRID']	1
PHF1	PDLIM7	['IntAct', 'HuRI']	2
PHF1	TFCP2	['IntAct', 'HuRI']	2
PHF1	CUL4B	['BioGRID']	1
PHF1	FOSB	['IntAct', 'HuRI']	2
PHF1	ZBTB16	['IntAct', 'HuRI']	2
PHF1	CALCA	['BioPlex_293T']	1
GRIN3A	GRIN3B	['BioPlex_293T']	1
GRIN3A	GRIN1	['BioGRID']	1
GRIN3A	PTPA	['BioGRID']	1
DAO	TRAF7	['BioPlex_293T']	1
DAO	HBB	['BioPlex_293T']	1
DAO	KLHL42	['IntAct', 'BioPlex_293T']	2
DAO	DAOA	['BioGRID']	1
PLP1	APP	['IntAct', 'BioGRID']	2
PLP1	AQP6	['IntAct', 'HuRI']	2
PLP1	CYBC1	['IntAct', 'HuRI']	2
PLP1	TMEM14B	['IntAct', 'HuRI']	2
PLP1	UPK2	['IntAct', 'HuRI']	2
PLP1	CREB3L1	['IntAct', 'BioGRID', 'HuRI']	3
PLP1	MFF	['IntAct', 'HuRI']	2
PLP1	STX1A	['IntAct', 'HuRI']	2
PLP1	GPR42	['IntAct', 'HuRI']	2
PLP1	CD40	['IntAct', 'HuRI']	2
PLP1	CREB3	['IntAct']	1
PLP1	TMPRSS2	['IntAct', 'HuRI']	2
PLP1	FAM209A	['IntAct', 'HuRI']	2
PLP1	KLRC1	['IntAct', 'HuRI']	2
PLP1	TMEM242	['IntAct', 'HuRI']	2
PLP1	ERGIC3	['IntAct', 'HuRI']	2
PLP1	BBS4	['IntAct']	1
PLP1	PER1	['IntAct']	1
PLP1	IFITM3	['IntAct', 'HuRI']	2
PLP1	NRG1	['IntAct', 'HuRI']	2
PLP1	JAGN1	['IntAct', 'HuRI']	2
RXRG	PICK1	['IntAct', 'HuRI']	2
RXRG	SPRED1	['IntAct']	1
RXRG	HTT	['IntAct']	1
RXRG	GIPC1	['IntAct']	1
RXRG	CRYAA	['IntAct']	1
RXRG	PPARA	['BioGRID']	1
RXRG	NR1H2	['IntAct']	1
NPB	ACTB	['BioPlex_293T']	1
NPB	HSPA5	['BioPlex_293T']	1
NPB	CST4	['BioPlex_293T']	1
NPB	ZG16B	['BioPlex_293T']	1
