source	target	sources	source_count_n
CACNA2D1	CLGN	['BioPlex_293T']	1
CACNA2D1	FBXO2	['BioPlex_293T']	1
CACNA2D1	GPM6A	['BioPlex_293T']	1
CACNA2D1	CEACAM8	['BioPlex_293T']	1
CACNA2D1	BRICD5	['BioPlex_293T']	1
CACNA2D1	LMAN2L	['BioPlex_293T']	1
CACNA2D1	DIPK1A	['BioPlex_293T']	1
DCDC2	TOLLIP	['IntAct', 'HuRI']	2
DCDC2	FTL	['BioPlex_293T']	1
OPRK1	GABARAPL1	['IntAct', 'BioGRID']	2
OPRK1	NHERF1	['BioGRID']	1
OPRK1	APLNR	['IntAct']	1
OPRK1	NKG7	['IntAct', 'HuRI']	2
FYN	FN1	['IntAct']	1
FYN	RNF31	['BioPlex_HCT116']	1
FYN	JAK1	['IntAct']	1
FYN	APP	['IntAct']	1
FYN	MAPT	['IntAct', 'BioGRID']	2
FYN	DNM2	['IntAct']	1
FYN	NTRK2	['BioGRID']	1
FYN	CAV1	['BioGRID']	1
FYN	KLF11	['IntAct']	1
FYN	MEOX2	['HuRI']	1
FYN	BDNF	['IntAct']	1
FYN	CTNNA3	['BioPlex_HCT116']	1
FYN	SDCBP	['IntAct', 'BioPlex_293T']	2
FYN	HTT	['IntAct']	1
FYN	SIAH1	['BioPlex_HCT116']	1
FYN	RNF149	['BioPlex_293T', 'BioGRID']	2
FYN	CDC37	['IntAct', 'BioPlex_293T', 'BioGRID']	3
FYN	AKT1	['IntAct']	1
FYN	GAPDH	['IntAct']	1
FYN	CTNNB1	['BioGRID']	1
FYN	GRIN2A	['BioGRID']	1
FYN	ANAPC16	['BioPlex_HCT116']	1
FYN	APLP2	['IntAct']	1
FYN	BAG6	['IntAct']	1
FYN	GFAP	['IntAct']	1
FYN	PRKACA	['BioGRID']	1
FYN	HSP90AB1	['IntAct', 'BioGRID']	2
FYN	PIK3R1	['BioGRID']	1
FYN	JAK2	['BioGRID']	1
FYN	TNFRSF10B	['BioPlex_293T']	1
FYN	HSP90AA1	['IntAct', 'BioPlex_293T', 'BioGRID']	3
FYN	RIMS1	['IntAct']	1
FYN	SNCA	['IntAct', 'BioGRID']	2
FYN	PTPN11	['BioGRID']	1
FYN	GRIN2B	['BioGRID']	1
FYN	IFITM3	['BioGRID']	1
FYN	RACK1	['BioGRID']	1
FYN	VAV1	['BioGRID']	1
FYN	ENO1	['BioGRID']	1
DLG2	DLG3	['BioPlex_293T']	1
DLG2	VTN	['IntAct', 'HuRI']	2
DLG2	GRIN2B	['BioGRID']	1
PSMD7	LRRC15	['BioPlex_293T']	1
PSMD7	PRKN	['BioGRID']	1
PSMD7	HTT	['IntAct']	1
PSMD7	UBC	['BioGRID']	1
PSMD7	MYC	['BioGRID']	1
PSMD7	TRAF6	['IntAct']	1
PSMD7	PSMA5	['BioGRID']	1
SMPD2	EDNRA	['BioPlex_293T', 'BioPlex_HCT116']	2
SMPD2	HARS2	['BioPlex_HCT116']	1
SMPD2	HLA-DRA	['BioPlex_HCT116']	1
SMPD2	TTYH1	['BioPlex_293T']	1
SMPD2	ZDHHC12	['BioPlex_293T']	1
SMPD2	GAD2	['IntAct', 'HuRI']	2
SMPD2	SH3GLB1	['IntAct']	1
SMPD2	GRIN2A	['BioPlex_293T']	1
SMPD2	RXFP1	['BioPlex_293T']	1
SMPD2	TTMP	['BioPlex_293T']	1
SMPD2	TMEM14B	['IntAct', 'HuRI']	2
TXNDC15	CERS6	['BioPlex_293T']	1
TXNDC15	CLGN	['BioPlex_293T']	1
TXNDC15	FBXO2	['BioPlex_293T']	1
TXNDC15	ASPH	['IntAct', 'HuRI']	2
TXNDC15	ATP2B3	['BioPlex_293T']	1
TXNDC15	DIPK1A	['BioPlex_293T']	1
TXNDC15	IL17A	['BioPlex_293T']	1
TXNDC15	MARCHF6	['BioPlex_293T', 'BioGRID']	2
GPR55	RUSF1	['BioPlex_HCT116']	1
GPR55	ATP1A3	['BioPlex_HCT116']	1
GPR55	ARRB2	['BioPlex_293T']	1
GPR55	TUBB8	['BioPlex_HCT116']	1
GPR55	PTDSS2	['BioPlex_HCT116']	1
GPR55	TM9SF4	['BioPlex_HCT116']	1
GPR55	FANCD2	['BioPlex_HCT116']	1
GPR55	LGALS3	['BioPlex_293T']	1
GPR55	TMEM201	['BioPlex_HCT116']	1
DTNB	TRAF2	['IntAct', 'HuRI']	2
DTNB	PICK1	['IntAct', 'HuRI']	2
DTNB	KRT40	['IntAct', 'HuRI']	2
DTNB	DTNBP1	['IntAct', 'BioGRID', 'HuRI']	3
DTNB	CTNNAL1	['IntAct']	1
DTNB	SNTA1	['BioPlex_293T', 'BioGRID']	2
DTNB	SNTB1	['BioPlex_293T', 'BioGRID']	2
DTNB	PRKAR1B	['IntAct', 'HuRI']	2
DTNB	NOS1	['BioPlex_293T']	1
DTNB	UTRN	['IntAct', 'BioPlex_293T', 'BioGRID']	3
DTNB	MTUS2	['IntAct', 'HuRI']	2
DTNB	CTBP2	['IntAct', 'HuRI']	2
DTNB	SNTB2	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
TLE5	RNF31	['IntAct']	1
TLE5	NOTCH2NLC	['IntAct']	1
TLE5	TRAF2	['IntAct', 'HuRI']	2
TLE5	HNRNPK	['IntAct', 'HuRI']	2
TLE5	REL	['IntAct', 'HuRI']	2
TLE5	SKP2	['BioGRID']	1
TLE5	KRTAP10-7	['IntAct', 'HuRI']	2
TLE5	GFAP	['IntAct', 'HuRI']	2
TLE5	HGS	['IntAct', 'BioGRID', 'HuRI']	3
TLE5	HTT	['IntAct']	1
TLE5	P4HA3	['IntAct', 'HuRI']	2
TLE5	FOSB	['IntAct', 'HuRI']	2
TLE5	MDFI	['IntAct', 'HuRI']	2
TLE5	HOXA1	['IntAct', 'HuRI']	2
TLE5	ZBTB16	['IntAct', 'HuRI']	2
TLE5	CTBP2	['IntAct', 'HuRI']	2
TLE5	MKRN3	['IntAct', 'HuRI']	2
TLE5	KRTAP10-8	['IntAct', 'HuRI']	2
TLE5	SPG21	['IntAct', 'HuRI']	2
TLE5	CSNK2A1	['IntAct', 'HuRI']	2
TLE5	MTUS2	['IntAct', 'HuRI']	2
TLE5	PICK1	['IntAct', 'HuRI']	2
TLE5	UBXN6	['BioPlex_HCT116']	1
TLE5	NOTCH2NLA	['IntAct', 'HuRI']	2
TLE5	AGR2	['IntAct', 'HuRI']	2
TLE5	GOLGA2	['IntAct']	1
TLE5	FOXN1	['IntAct', 'HuRI']	2
TLE5	TRIP6	['IntAct', 'HuRI']	2
TLE5	PRKAA2	['IntAct', 'HuRI']	2
TLE5	SMAD3	['IntAct', 'HuRI']	2
TLE5	KDM1A	['IntAct', 'HuRI']	2
TLE5	KRT34	['IntAct', 'HuRI']	2
TLE5	MAPK1	['IntAct', 'HuRI']	2
TLE5	KRT40	['IntAct', 'HuRI']	2
TLE5	RELA	['BioGRID']	1
TLE5	SDCBP	['IntAct', 'HuRI']	2
TLE5	NEK6	['IntAct', 'HuRI']	2
CYBC1	CISD2	['IntAct', 'HuRI']	2
CYBC1	GJA8	['IntAct', 'HuRI']	2
CYBC1	CYBB	['IntAct', 'HuRI']	2
CYBC1	LXN	['IntAct', 'HuRI']	2
CYBC1	INSIG2	['IntAct', 'HuRI']	2
CYBC1	MFF	['IntAct', 'HuRI']	2
CYBC1	CREB3L1	['HuRI']	1
CYBC1	ERGIC3	['IntAct', 'HuRI']	2
CYBC1	P2RX4	['BioPlex_293T', 'BioPlex_HCT116']	2
CYBC1	BET1	['IntAct', 'HuRI']	2
CYBC1	TMPRSS2	['IntAct', 'HuRI']	2
CYBC1	TMX2	['IntAct', 'HuRI']	2
CYBC1	JAGN1	['IntAct', 'HuRI']	2
CYBC1	GPR152	['IntAct', 'HuRI']	2
CYBC1	CREB3	['IntAct', 'HuRI']	2
CYBC1	FAM209A	['IntAct', 'HuRI']	2
AP2M1	SPECC1L	['BioPlex_293T']	1
AP2M1	CLTC	['BioGRID']	1
AP2M1	PRKN	['BioGRID']	1
AP2M1	CCNF	['BioGRID']	1
AP2M1	HSPA1B	['BioGRID']	1
AP2M1	HSPA8	['BioGRID']	1
AP2M1	EGFR	['IntAct', 'BioGRID']	2
AP2M1	AQP4	['BioGRID']	1
AP2M1	PER1	['BioPlex_293T', 'BioPlex_HCT116']	2
AP2M1	BCR	['BioPlex_293T', 'BioGRID']	2
AP2M1	UBC	['BioGRID']	1
AP2M1	PRKAR1B	['BioPlex_293T']	1
AP2M1	ACE2	['BioGRID']	1
AP2M1	PEX5	['BioPlex_293T', 'BioPlex_HCT116']	2
AP2M1	GLP1R	['BioGRID']	1
AP2M1	ANKRD28	['BioPlex_293T', 'BioGRID']	2
AP2M1	SHC1	['BioGRID']	1
AP2M1	MYC	['BioGRID']	1
PRKCB	RNF31	['BioGRID']	1
PRKCB	CLTC	['BioGRID']	1
PRKCB	MAPT	['BioGRID']	1
PRKCB	KDM1A	['IntAct']	1
PRKCB	PRKCA	['BioPlex_293T', 'BioGRID']	2
PRKCB	AKT1	['IntAct', 'BioGRID']	2
PRKCB	ARRB2	['BioGRID']	1
PRKCB	RACK1	['BioGRID']	1
PRKCB	MDM2	['BioGRID']	1
PRKCB	RDH14	['BioPlex_293T']	1
PRKCB	GRK2	['BioGRID']	1
IL6	IL6ST	['IntAct']	1
IL6	SORL1	['IntAct']	1
IL6	ZBTB16	['IntAct']	1
IL6	IL6R	['IntAct', 'BioGRID']	2
RXRB	PICK1	['IntAct', 'HuRI']	2
RXRB	KRT40	['IntAct', 'HuRI']	2
RXRB	SIAH1	['IntAct', 'HuRI']	2
RXRB	GOLGA2	['IntAct']	1
RXRB	TFCP2	['IntAct', 'HuRI']	2
RXRB	CACNA1B	['IntAct']	1
RXRB	NR1H2	['BioGRID', 'HuRI']	2
ADAMTSL4	CTSB	['IntAct']	1
ADAMTSL4	PMP22	['IntAct']	1
ADAMTSL4	KCTD9	['IntAct', 'HuRI']	2
ADAMTSL4	CST2	['IntAct', 'HuRI']	2
ADAMTSL4	HSPB1	['IntAct']	1
ADAMTSL4	CASP6	['IntAct']	1
ADAMTSL4	LNX1	['IntAct', 'HuRI']	2
ADAMTSL4	KLHL38	['IntAct', 'HuRI']	2
ADAMTSL4	ITGB4	['IntAct', 'HuRI']	2
ADAMTSL4	TRIP6	['IntAct', 'HuRI']	2
ADAMTSL4	BDNF	['IntAct']	1
ADAMTSL4	GSN	['IntAct']	1
ADAMTSL4	AQP1	['IntAct', 'HuRI']	2
ADAMTSL4	MKRN3	['IntAct', 'HuRI']	2
ADAMTSL4	GRIN2C	['IntAct']	1
ADAMTSL4	NTF4	['IntAct', 'HuRI']	2
ADAMTSL4	GAPDH	['IntAct']	1
ADAMTSL4	HOXA1	['IntAct', 'HuRI']	2
ADAMTSL4	AKT1	['IntAct']	1
ADAMTSL4	KRTAP10-8	['IntAct', 'HuRI']	2
ADAMTSL4	HSP90AA1	['IntAct']	1
ADAMTSL4	PTGER3	['IntAct']	1
ADAMTSL4	NOTCH2NLC	['IntAct']	1
ADAMTSL4	NOTCH2NLA	['HuRI']	1
TTYH1	RETREG3	['BioPlex_293T']	1
TTYH1	STX7	['BioPlex_293T']	1
TTYH1	SNX14	['BioPlex_293T']	1
TTYH1	TRPM4	['BioPlex_293T']	1
TTYH1	ATP2A3	['BioPlex_293T']	1
TTYH1	SLC4A2	['BioPlex_293T']	1
TTYH1	PDZD8	['BioPlex_293T']	1
TTYH1	RNF149	['BioPlex_293T']	1
TTYH1	SLC12A6	['BioPlex_293T']	1
TTYH1	EBP	['BioPlex_293T']	1
TTYH1	ADGRL1	['BioPlex_293T']	1
TTYH1	GOLM1	['BioPlex_293T']	1
TTYH1	LPAR1	['BioPlex_293T']	1
TTYH1	MANEA	['BioPlex_293T']	1
TTYH1	GOLGA5	['BioPlex_293T']	1
TTYH1	FITM2	['BioPlex_293T']	1
TTYH1	PCNX3	['BioPlex_293T']	1
TTYH1	CCDC167	['BioPlex_293T']	1
TTYH1	BET1	['BioPlex_293T']	1
TTYH1	LEMD2	['BioPlex_293T']	1
TTYH1	LPAR3	['BioPlex_293T']	1
TTYH1	SLC30A1	['BioPlex_293T']	1
TTYH1	SLC12A2	['BioPlex_293T']	1
TTYH1	SH3GLB1	['IntAct']	1
TTYH1	PDE3B	['BioPlex_293T']	1
TTYH1	GPR37	['IntAct', 'BioGRID']	2
TTYH1	ATP2B4	['BioPlex_293T']	1
TTYH1	TMEM63B	['BioPlex_293T']	1
TTYH1	DHRS7	['BioPlex_293T']	1
TTYH1	KCNJ11	['BioPlex_293T']	1
TTYH1	HCN2	['BioPlex_293T']	1
TTYH1	CERS6	['BioPlex_293T']	1
TTYH1	SLC12A7	['BioPlex_293T']	1
TTYH1	C1orf43	['BioPlex_293T']	1
TTYH1	TMEM120B	['BioPlex_293T']	1
TTYH1	ABCB1	['BioPlex_293T']	1
TTYH1	GLRB	['BioPlex_293T']	1
TTYH1	STX5	['BioPlex_293T']	1
TTYH1	OMA1	['BioPlex_293T']	1
TTYH1	GPR89A	['BioPlex_293T']	1
TTYH1	EFNB1	['BioPlex_293T']	1
C1QBP	MAPT	['BioGRID']	1
C1QBP	PRKN	['BioGRID']	1
C1QBP	VTN	['IntAct', 'BioPlex_293T']	2
C1QBP	PRKCA	['BioGRID']	1
C1QBP	UBC	['BioGRID']	1
C1QBP	MYC	['BioGRID']	1
C1QBP	HSPA8	['BioGRID']	1
C1QBP	ZNF747	['BioPlex_HCT116']	1
C1QBP	NEUROG3	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
C1QBP	ATP5F1A	['BioGRID']	1
C1QBP	OSM	['BioPlex_293T', 'BioPlex_HCT116']	2
C1QBP	YWHAE	['BioGRID']	1
C1QBP	CDKN2A	['IntAct']	1
TOLLIP	CLTC	['BioGRID']	1
TOLLIP	PRKN	['IntAct', 'BioGRID']	2
TOLLIP	CCNF	['BioGRID']	1
TOLLIP	IL1RAP	['BioGRID']	1
TOLLIP	SIAH1	['HuRI']	1
TOLLIP	TRAF6	['BioGRID']	1
TOLLIP	TLR4	['BioGRID']	1
TOLLIP	ACTN2	['IntAct']	1
TOLLIP	SQSTM1	['BioGRID']	1
TOLLIP	TLR2	['BioGRID']	1
TOLLIP	RNF167	['BioGRID']	1
TOLLIP	RNF149	['BioGRID']	1
TOLLIP	SNCA	['IntAct']	1
TOLLIP	IRAK1	['BioGRID']	1
TOLLIP	DAB1	['IntAct', 'HuRI']	2
TOLLIP	UBC	['BioGRID']	1
FAM209A	RUSF1	['IntAct', 'HuRI']	2
FAM209A	APOD	['IntAct', 'HuRI']	2
FAM209A	BDNF	['IntAct', 'HuRI']	2
FAM209A	TMEM14B	['IntAct', 'HuRI']	2
FAM209A	EBP	['IntAct', 'HuRI']	2
FAM209A	FATE1	['IntAct', 'HuRI']	2
FAM209A	FCER1G	['HuRI']	1
FAM209A	MFF	['IntAct', 'HuRI']	2
FAM209A	AQP1	['IntAct', 'HuRI']	2
FAM209A	SEC22A	['IntAct', 'HuRI']	2
FAM209A	TTMP	['IntAct', 'HuRI']	2
FAM209A	S100A2	['IntAct', 'HuRI']	2
FAM209A	PMP22	['IntAct', 'HuRI']	2
FAM209A	LPAR3	['IntAct', 'HuRI']	2
FAM209A	INSIG2	['IntAct', 'HuRI']	2
FAM209A	MAL	['IntAct', 'HuRI']	2
FAM209A	STX5	['IntAct', 'HuRI']	2
FAM209A	CLDN19	['IntAct', 'HuRI']	2
FAM209A	JAGN1	['IntAct', 'HuRI']	2
FAM209A	COMT	['IntAct', 'HuRI']	2
FAM209A	GYPA	['IntAct', 'HuRI']	2
FAM209A	BET1	['IntAct', 'HuRI']	2
FAM209A	YIPF6	['IntAct', 'HuRI']	2
FAM209A	TNF	['IntAct', 'HuRI']	2
FAM209A	FAM3C	['IntAct', 'HuRI']	2
KCND2	KCNIP3	['BioGRID']	1
KCND2	HSPA8	['BioPlex_293T']	1
KCND2	KCTD17	['BioPlex_293T']	1
MTUS1	STX7	['IntAct', 'HuRI']	2
MTUS1	HTT	['IntAct']	1
MTUS1	MTUS2	['BioPlex_293T', 'BioPlex_HCT116']	2
MTUS1	AGTR2	['BioGRID']	1
MTUS1	STX5	['IntAct', 'HuRI']	2
MTUS1	FTL	['BioPlex_HCT116']	1
PTPA	MAPT	['BioGRID']	1
PTPA	SPG21	['IntAct', 'HuRI']	2
PTPA	AKT1	['BioGRID']	1
PTPA	NOS3	['BioGRID']	1
PTPA	CYLD	['BioGRID']	1
PROK2	POTEF	['BioPlex_HCT116']	1
PROK2	APLP2	['BioPlex_293T']	1
PROK2	POF1B	['BioPlex_293T']	1
PROK2	TMOD1	['BioPlex_HCT116']	1
KCNIP3	APP	['IntAct']	1
KCNIP3	IGF1R	['IntAct', 'HuRI']	2
KCNIP3	GRK2	['BioGRID']	1
KCNIP3	ASPH	['IntAct', 'HuRI']	2
KCNIP3	IL6ST	['IntAct', 'HuRI']	2
KCNIP3	CTBP2	['BioGRID']	1
POR	CANX	['BioGRID']	1
POR	UBXN6	['BioPlex_293T', 'BioGRID']	2
RNF149	JAK1	['BioPlex_293T']	1
RNF149	EDAR	['BioPlex_293T']	1
RNF149	SDCBP	['BioPlex_293T', 'BioGRID']	2
RNF149	RET	['BioPlex_HCT116']	1
RNF149	SLC20A2	['BioPlex_293T']	1
RNF149	TGFBR2	['BioPlex_293T']	1
RNF149	LMAN2L	['BioPlex_293T']	1
RNF149	IFNGR1	['BioPlex_293T']	1
RNF149	GOLGA5	['BioPlex_293T']	1
RNF149	CANX	['BioGRID']	1
RNF149	ZDHHC12	['BioPlex_HCT116']	1
RNF149	MFAP3	['BioPlex_293T']	1
RNF149	TNFRSF10B	['BioPlex_293T']	1
RNF149	CD3E	['BioPlex_HCT116']	1
RNF149	SLC12A2	['BioPlex_293T', 'BioGRID']	2
RNF149	RBM25	['BioPlex_293T']	1
RNF149	ATP2B4	['BioPlex_293T']	1
RNF149	NR2F2	['BioPlex_293T']	1
RNF149	TUBB1	['BioPlex_293T']	1
RNF149	GPM6A	['BioPlex_HCT116']	1
RNF149	NRSN1	['BioPlex_293T']	1
LRRC15	FSTL1	['BioPlex_HCT116']	1
LRRC15	DRD3	['BioPlex_HCT116']	1
LRRC15	RYK	['BioPlex_HCT116']	1
LRRC15	DTNBP1	['BioPlex_HCT116']	1
LRRC15	CACNB3	['BioPlex_HCT116']	1
BRK1	PRKN	['IntAct']	1
BRK1	PMP22	['IntAct']	1
BRK1	DNM2	['IntAct']	1
BRK1	KLF11	['IntAct']	1
BRK1	HTT	['IntAct']	1
BRK1	DTNBP1	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
BRK1	UCHL1	['IntAct']	1
BRK1	BAG6	['IntAct']	1
BRK1	A2M	['IntAct']	1
BRK1	GFAP	['IntAct']	1
BRK1	SNCA	['IntAct']	1
BRK1	WASHC3	['BioPlex_293T', 'BioPlex_HCT116']	2
BRK1	DISC1	['BioPlex_293T']	1
BRK1	TNIP1	['BioPlex_293T', 'BioPlex_HCT116']	2
BRK1	DBH	['IntAct']	1
BRK1	PER1	['IntAct']	1
BRK1	BRI3BP	['BioPlex_HCT116']	1
BRK1	DTNA	['BioPlex_293T']	1
BRK1	P2RY2	['IntAct']	1
SLC12A6	STK39	['IntAct']	1
SLC12A6	LGALS1	['BioPlex_293T']	1
SLC12A6	LGALS9C	['BioPlex_293T']	1
SLC12A6	LGALS9B	['BioPlex_293T', 'BioPlex_HCT116']	2
SLC12A6	CLGN	['BioPlex_293T', 'BioGRID']	2
SLC12A6	LGALS3	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
SLC12A6	ZDHHC12	['BioPlex_293T']	1
SLC12A6	PTGIR	['BioPlex_293T']	1
SLC12A6	RXFP1	['BioPlex_293T']	1
SLC12A6	TTMP	['BioPlex_293T']	1
GNAQ	GPM6A	['BioPlex_293T']	1
GNAQ	ARRB1	['IntAct']	1
GNAQ	CYTH2	['BioGRID']	1
GNAQ	RGS4	['BioGRID']	1
GNAQ	PLCB1	['BioGRID']	1
GNAQ	GRK2	['BioGRID']	1
GNAQ	TBXA2R	['BioGRID']	1
CRYAA	SPG21	['IntAct', 'HuRI']	2
CRYAA	KDM1A	['BioPlex_293T']	1
CRYAA	SDCBP	['IntAct', 'HuRI']	2
CRYAA	HTT	['IntAct']	1
CRYAA	HSPB1	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
CRYAA	NSF	['BioPlex_HCT116']	1
CRYAA	LGALS9C	['IntAct']	1
CRYAA	ARFGAP3	['IntAct']	1
CRYAA	PTTG1IP	['IntAct']	1
CCR2	POTEE	['IntAct', 'BioPlex_293T']	2
LNX1	TAX1BP1	['IntAct', 'HuRI']	2
LNX1	HTT	['IntAct']	1
LNX1	NOTCH2NLA	['IntAct', 'HuRI']	2
LNX1	PRKN	['IntAct']	1
LNX1	PPIA	['IntAct', 'HuRI']	2
LNX1	CEP70	['IntAct', 'HuRI']	2
LNX1	CEP76	['IntAct', 'HuRI']	2
LNX1	GFAP	['IntAct']	1
LNX1	RABAC1	['BioGRID', 'HuRI']	2
LNX1	ACTN1	['IntAct', 'HuRI']	2
LNX1	DTX2	['IntAct', 'HuRI']	2
LNX1	TRIP6	['IntAct', 'HuRI']	2
LNX1	KXD1	['IntAct', 'HuRI']	2
LNX1	TRAF2	['IntAct', 'HuRI']	2
LNX1	MEOX2	['IntAct']	1
LNX1	DDIT3	['IntAct', 'HuRI']	2
LNX1	NEK6	['IntAct', 'HuRI']	2
LNX1	CDA	['IntAct', 'HuRI']	2
LNX1	KPRP	['IntAct', 'HuRI']	2
LNX1	TRIM68	['IntAct', 'HuRI']	2
LNX1	YWHAZ	['IntAct', 'HuRI']	2
LNX1	KCTD17	['IntAct', 'HuRI']	2
LNX1	HOXA1	['IntAct', 'HuRI']	2
LNX1	A2M	['IntAct']	1
LNX1	MSC	['IntAct', 'HuRI']	2
LNX1	TRIM21	['IntAct', 'HuRI']	2
LNX1	KRTAP10-8	['IntAct', 'HuRI']	2
LNX1	CMTM5	['IntAct', 'HuRI']	2
LNX1	TRAF6	['IntAct', 'HuRI']	2
LNX1	KCTD9	['IntAct', 'HuRI']	2
LNX1	NOTCH2NLC	['IntAct']	1
LNX1	SNCA	['IntAct']	1
LNX1	NECAB2	['IntAct', 'HuRI']	2
LNX1	TP53	['BioGRID']	1
LNX1	RGS20	['IntAct', 'HuRI']	2
LNX1	GRIN1	['BioGRID']	1
LNX1	CASP6	['IntAct', 'HuRI']	2
LNX1	TNFAIP3	['IntAct', 'HuRI']	2
LNX1	PTPN11	['IntAct']	1
LNX1	DAB1	['IntAct', 'HuRI']	2
LNX1	SPG21	['IntAct', 'HuRI']	2
LNX1	MTUS2	['IntAct', 'HuRI']	2
LNX1	PDE3B	['IntAct', 'HuRI']	2
LNX1	PRKAR1B	['IntAct', 'HuRI']	2
NOS2	CAV1	['BioGRID']	1
NOS2	GAPDH	['IntAct']	1
NOS2	SPSB4	['BioGRID']	1
NOS2	HSP90AA1	['BioGRID']	1
NOS2	FBXO45	['BioGRID']	1
NOS2	NOS1	['BioPlex_293T']	1
HCN1	TGM1	['BioPlex_293T']	1
HCN1	PEX5	['BioPlex_293T']	1
HCN1	LGALS3	['BioPlex_293T']	1
HCN1	HBB	['BioPlex_293T']	1
HCN1	KLK10	['BioPlex_293T']	1
HCN1	FGG	['BioPlex_293T']	1
HCN1	POF1B	['BioPlex_293T']	1
HCN1	HCN2	['BioGRID']	1
HCN1	HCN4	['IntAct', 'BioPlex_293T', 'BioGRID']	3
HCN1	LCN2	['BioPlex_293T']	1
PDE3B	EDAR	['BioPlex_293T']	1
PDE3B	ZDHHC12	['BioPlex_293T']	1
PDE3B	AKT1	['BioPlex_HCT116']	1
PDE3B	GRIN2A	['BioPlex_293T']	1
PDE3B	TTMP	['BioPlex_293T']	1
PDE3B	RNF170	['BioPlex_293T']	1
PDE3B	PIK3CG	['IntAct']	1
SNTA1	NOS1	['BioPlex_293T', 'BioGRID']	2
SNTA1	UTRN	['BioGRID']	1
SNTA1	SNTB2	['BioPlex_293T', 'BioPlex_HCT116']	2
SNTA1	DTNA	['BioGRID']	1
SNTA1	ADRA1D	['IntAct']	1
PRKN	ACTB	['BioGRID']	1
PRKN	HDAC1	['BioGRID']	1
PRKN	APP	['IntAct', 'BioGRID']	2
PRKN	YWHAG	['BioGRID']	1
PRKN	CLTC	['BioGRID']	1
PRKN	GSN	['IntAct']	1
PRKN	TP53	['BioGRID']	1
PRKN	TUBA1A	['BioGRID']	1
PRKN	MAPT	['IntAct', 'BioGRID']	2
PRKN	TRAF2	['BioGRID']	1
PRKN	HSPA1B	['BioGRID']	1
PRKN	HNRNPK	['BioGRID']	1
PRKN	CUL4A	['BioGRID']	1
PRKN	REL	['BioGRID']	1
PRKN	ELAVL1	['BioGRID']	1
PRKN	UBAC2	['IntAct']	1
PRKN	FBXW7	['BioGRID']	1
PRKN	SNCA	['IntAct', 'BioGRID']	2
PRKN	ANXA1	['BioGRID']	1
PRKN	HGS	['BioGRID']	1
PRKN	PTPN11	['BioGRID']	1
PRKN	HSPB1	['BioGRID']	1
PRKN	IQGAP1	['BioGRID']	1
PRKN	PPIA	['BioGRID']	1
PRKN	CTBP2	['BioGRID']	1
PRKN	SNTB2	['BioGRID']	1
PRKN	NSF	['BioGRID']	1
PRKN	ATP5F1A	['BioGRID']	1
PRKN	COPB1	['BioGRID']	1
PRKN	GRIN2B	['BioGRID']	1
PRKN	VTN	['BioGRID']	1
PRKN	PMPCB	['BioGRID']	1
PRKN	UBC	['BioGRID']	1
PRKN	CDC27	['BioGRID']	1
PRKN	CSK	['BioGRID']	1
PRKN	ENO1	['BioGRID']	1
PRKN	RPL15	['BioGRID']	1
PRKN	TBK1	['BioGRID']	1
PRKN	HINT1	['BioGRID']	1
PRKN	ATP5F1B	['BioGRID']	1
PRKN	GAPDH	['BioGRID']	1
PRKN	SQSTM1	['BioGRID']	1
PRKN	IRAK1	['BioGRID']	1
PRKN	SKP2	['BioGRID']	1
PRKN	CDC37	['BioGRID']	1
PRKN	RAC1	['BioGRID']	1
PRKN	TRAF6	['BioGRID']	1
PRKN	GIPC1	['BioGRID']	1
PRKN	CANX	['BioGRID']	1
PRKN	UBE2D1	['BioGRID']	1
PRKN	RBM25	['BioGRID']	1
PRKN	ARRB1	['BioGRID']	1
PRKN	BAG6	['IntAct', 'BioGRID']	2
PRKN	HARS2	['BioGRID']	1
PRKN	YWHAE	['BioGRID']	1
PRKN	GOPC	['BioGRID']	1
PRKN	HSP90AB1	['IntAct', 'BioGRID']	2
PRKN	BCL2	['BioGRID']	1
PRKN	AKT1	['BioGRID']	1
PRKN	SMAD3	['BioGRID']	1
PRKN	BECN1	['BioGRID']	1
PRKN	HSPA8	['IntAct', 'BioGRID']	2
PRKN	CSNK2A1	['BioGRID']	1
PRKN	TRIM21	['IntAct', 'BioGRID']	2
PRKN	PLCG1	['BioGRID']	1
PRKN	RNF41	['BioGRID']	1
PRKN	MAPK1	['BioGRID']	1
PRKN	YWHAZ	['BioGRID']	1
PRKN	CUL4B	['BioGRID']	1
PRKN	GNA13	['BioGRID']	1
PRKN	TAX1BP1	['BioGRID']	1
PRKN	MDM2	['BioGRID']	1
PRKN	RELA	['BioGRID']	1
PRKN	HSP90AA1	['BioGRID']	1
PRKN	ACTN1	['BioGRID']	1
PRKN	NPEPPS	['BioGRID']	1
PRKN	STAT3	['BioGRID']	1
PRKN	PSMA5	['BioGRID']	1
PRKN	GPR37	['BioGRID']	1
PRKN	PICK1	['BioGRID']	1
PRKN	UBXN6	['BioGRID']	1
PRKN	CTNNB1	['BioGRID']	1
